"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.102161493E1,-6.302096844E0,1.950150430E-1,-1.226321578E0
4.103161493E1,-6.013761520E0,5.982056726E-3,-1.355534077E0
4.104161493E1,-6.057430744E0,-2.392822690E-2,-1.526620865E0
4.105161493E1,-6.186044693E0,-1.304088384E-1,-1.558325768E0
4.106161493E1,-6.380461693E0,-3.379862010E-1,-1.646261930E0
4.107161493E1,-6.655037880E0,-6.089733839E-1,-1.618744493E0
4.108161493E1,-7.006783009E0,-1.214955688E0,-1.545165181E0
4.109161493E1,-7.217949390E0,-1.710269928E0,-1.640279889E0
4.110161493E1,-7.435098171E0,-1.956132531E0,-1.636690736E0
4.111161493E1,-7.415955544E0,-1.994417667E0,-1.660618901E0
4.112161493E1,-7.331608772E0,-1.912463546E0,-1.771286964E0
4.113161493E1,-7.319046497E0,-1.836491346E0,-1.977069736E0
4.114161493E1,-7.363911629E0,-1.789831281E0,-2.282154560E0
4.115161493E1,-7.366902828E0,-1.637288928E0,-2.565105915E0
4.116161493E1,-7.326822758E0,-1.183848977E0,-3.136392355E0
4.117161493E1,-7.484749317E0,-8.129615188E-1,-3.385843992E0
4.118161493E1,-7.657630444E0,-3.942175210E-1,-3.736392498E0
4.119161493E1,-7.766504288E0,-2.333002090E-1,-4.075575352E0
4.120161493E1,-7.976474285E0,9.451649338E-2,-4.281956196E0
4.121161493E1,-8.425128937E0,5.012963414E-1,-4.396811485E0
4.122161493E1,-9.355937004E0,7.597211599E-1,-4.584050179E0
4.123161493E1,-1.024247742E1,1.363310695E0,-4.726422787E0
4.124161493E1,-1.147418308E1,1.323230863E0,-4.528416634E0
4.125161493E1,-1.242413330E1,2.859423161E-1,-4.433301926E0
4.126161493E1,-1.296251869E1,-4.618147612E-1,-4.576871395E0
4.127161493E1,-1.323948765E1,-1.139581800E0,-4.846662045E0
4.128161493E1,-1.272144127E1,-1.958525300E0,-5.072185993E0
4.129161493E1,-1.191326618E1,-2.602194548E0,-5.258227825E0
4.130161493E1,-1.181097221E1,-2.328216314E0,-5.337191105E0
4.131161493E1,-1.299362469E1,-1.268195987E0,-5.505286694E0
4.132161493E1,-1.446341610E1,-4.923232496E-1,-5.450251579E0
4.133161493E1,-1.505743504E1,-2.679961324E-1,-3.507279873E0
4.134161493E1,-1.473500156E1,-2.261217386E-1,-1.339980721E0
4.135161493E1,-1.385504150E1,-3.690928817E-1,1.135992527E0
4.136161493E1,-1.254078388E1,-6.329016089E-1,3.247658491E0
4.137161493E1,-1.133420277E1,-8.201399446E-1,4.195814610E0
4.138161493E1,-1.070548820E1,-4.737788737E-1,4.442275047E0
4.139161493E1,-1.080120182E1,-3.708875179E-2,3.418745279E0
4.140161493E1,-1.148614693E1,1.579262912E-1,1.713859200E0
4.141161493E1,-1.214417267E1,2.691925503E-2,-2.153540403E-2
4.142161493E1,-1.254197979E1,-5.383851007E-3,-1.983649969E0
4.143161493E1,-1.205444241E1,-5.970092416E-1,-3.002992392E0
4.144161493E1,-1.085803127E1,-1.144965649E0,-2.871985435E0
4.145161493E1,-9.681360245E0,-1.390828133E0,-2.328814745E0
4.146161493E1,-8.358727455E0,-1.429113269E0,-1.731207132E0
4.147161493E1,-7.476972580E0,-1.448255897E0,-1.378265858E0
4.148161493E1,-7.082755089E0,-1.597209096E0,-1.231705427E0
4.149161493E1,-6.970890522E0,-1.907677889E0,-1.348953724E0
4.150161493E1,-6.981060028E0,-1.715653777E0,-1.155135155E0
4.151161493E1,-7.129415035E0,-1.515853167E0,-8.650053740E-1
4.152161493E1,-7.235297680E0,-1.329213023E0,-6.317051649E-1
4.153161493E1,-7.222734928E0,-1.070788145E0,-5.623133183E-1
4.154161493E1,-7.096513748E0,-8.644071817E-1,-6.454638839E-1
4.155161493E1,-6.883552551E0,-7.094719410E-1,-7.818548083E-1
4.156161493E1,-6.666403770E0,-5.742774606E-1,-1.074975610E0
4.157161493E1,-6.517450809E0,-2.763710022E-1,-1.307079315E0
4.158161493E1,-6.459424496E0,9.690931439E-2,-1.381855130E0
4.159161493E1,-6.433103561E0,3.415754437E-1,-1.388435364E0
4.160161493E1,-6.549155712E0,9.475577474E-1,-1.411765337E0
4.161161493E1,-6.803392887E0,1.481157184E0,-1.552343726E0
4.162161493E1,-7.070790768E0,1.798206210E0,-1.758126378E0
4.163161493E1,-7.210172653E0,1.801197290E0,-1.962712765E0
4.164161493E1,-7.167101860E0,1.671984792E0,-2.119442701E0
4.165161493E1,-7.310073376E0,1.540977836E0,-2.307877541E0
4.166161493E1,-7.241279602E0,1.244866014E0,-2.477767944E0
4.167161493E1,-7.318448067E0,1.133001566E0,-2.810370207E0
4.168161493E1,-7.552944660E0,8.614161611E-1,-3.374478102E0
4.169161493E1,-8.081758499E0,3.667000830E-1,-3.859024763E0
4.170161493E1,-8.490931511E0,3.589233849E-3,-4.168296814E0
4.171161493E1,-8.997611046E0,-1.214357466E-1,-4.350151539E0
4.172161493E1,-9.385248184E0,-1.160518974E-1,-4.467400074E0
4.173161493E1,-9.913464546E0,-4.612165689E-1,-4.633102894E0
4.174161493E1,-1.040339470E1,-7.770691514E-1,-4.756931305E0
4.175161493E1,-1.110209846E1,-1.137787223E0,-4.645066738E0
4.176161493E1,-1.177747345E1,-9.577272534E-1,-4.613361835E0
4.177161493E1,-1.227039433E1,-8.279166222E-1,-4.511667252E0
4.178161493E1,-1.254796219E1,-7.824530005E-1,-4.472185612E0
4.179161493E1,-1.217827129E1,-5.066801906E-1,-4.557728767E0
4.180161493E1,-1.157827091E1,7.776673883E-2,-4.794618607E0
4.181161493E1,-1.112004471E1,5.072783828E-1,-5.010570526E0
4.182161493E1,-1.127797127E1,6.257231236E-1,-4.914857864E0
4.183161493E1,-1.298106289E1,-1.561316848E-1,-4.831707001E0
4.184161493E1,-1.460937881E1,-7.214360237E-1,-4.622334957E0
4.185161493E1,-1.478824234E1,-9.308080077E-1,-3.546761274E0
4.186161493E1,-1.402552986E1,-5.856433511E-1,-6.640082598E-1
4.187161493E1,-1.334656620E1,2.279163599E-1,2.544766903E0
4.188161493E1,-1.262692547E1,5.413761139E-1,4.421936035E0
4.189161493E1,-1.220459175E1,4.283152521E-1,5.422136307E0
4.190161493E1,-1.188814068E1,6.125625968E-1,5.099104881E0
4.191161493E1,-1.160279655E1,1.287338614E0,4.186243057E0
4.192161493E1,-1.198863983E1,1.371087432E0,2.819343328E0
4.193161493E1,-1.313360500E1,1.698305845E0,3.816552162E-1
4.194161493E1,-1.323530006E1,1.127019525E0,-1.811964989E0
4.195161493E1,-1.252403355E1,1.692921966E-1,-2.824727058E0
4.196161493E1,-1.148554897E1,-5.240281820E-1,-2.873181820E0
4.197161493E1,-9.854242325E0,-9.242277741E-1,-2.502892494E0
4.198161493E1,-8.525029182E0,-6.705885530E-1,-1.931007862E0
4.199161493E1,-7.934599876E0,-3.152543902E-1,-1.737189293E0
4.200161493E1,-7.525427341E0,4.594219327E-1,-1.654636860E0
4.201161493E1,-7.367500782E0,1.064806104E0,-1.369292736E0
4.202161493E1,-7.258627415E0,1.271785259E0,-1.176072359E0
4.203161493E1,-7.032505512E0,1.260419369E0,-9.960124493E-1
4.204161493E1,-7.001997471E0,1.141376376E0,-8.859425783E-1
4.205161493E1,-6.707081795E0,7.848458290E-1,-9.086744189E-1
4.206161493E1,-6.351149559E0,4.384847581E-1,-1.113260746E0
4.207161493E1,-6.161518097E0,4.396811724E-1,-1.386042476E0
4.208161493E1,-6.090929985E0,4.205385745E-1,-1.596012712E0
4.209161493E1,-6.147759438E0,3.529413342E-1,-1.614557028E0
4.210161493E1,-6.298507214E0,1.124626622E-1,-1.630708575E0
4.211161493E1,-6.520441532E0,-1.627119333E-1,-1.589432478E0
4.212161493E1,-6.875177860E0,-9.308080077E-1,-1.395015597E0
4.213161493E1,-7.133004189E0,-1.508076429E0,-1.456032634E0
4.214161493E1,-7.201797962E0,-1.834098577E0,-1.563111424E0
4.215161493E1,-7.100102901E0,-2.048854351E0,-1.685743570E0
4.216161493E1,-6.905087948E0,-2.047657967E0,-1.853839397E0
4.217161493E1,-6.792625427E0,-1.907677889E0,-2.022533417E0
4.218161493E1,-6.718447685E0,-1.792822361E0,-2.281556368E0
4.219161493E1,-6.938587666E0,-1.663011789E0,-2.929413080E0
4.220161493E1,-7.302296638E0,-1.529611826E0,-3.672384501E0
4.221161493E1,-7.556533813E0,-1.246062398E0,-4.159922123E0
4.222161493E1,-7.776075363E0,-9.858429432E-1,-4.565505505E0
4.223161493E1,-7.951349735E0,-7.776673436E-1,-4.737788677E0
4.224161493E1,-8.312665939E0,-3.888336718E-1,-4.657629490E0
4.225161493E1,-8.876773834E0,7.477571070E-2,-4.681557655E0
4.226161493E1,-1.008754253E1,6.418746710E-1,-4.831707001E0
4.227161493E1,-1.144367409E1,9.732806087E-1,-4.883152962E0
4.228161493E1,-1.249651623E1,1.145563841E0,-4.754538536E0
4.229161493E1,-1.328674603E1,1.009771109E0,-4.443471432E0
4.230161493E1,-1.360020542E1,3.511467278E-1,-4.393820763E0
4.231161493E1,-1.300678539E1,-9.361918569E-1,-4.788038254E0
4.232161493E1,-1.205623722E1,-1.597807288E0,-5.150550842E0
4.233161493E1,-1.159202957E1,-1.588235974E0,-4.986642361E0
4.234161493E1,-1.255872917E1,-1.735394597E0,-4.598406792E0
4.235161493E1,-1.357926846E1,-9.170492887E-1,-4.512863636E0
4.236161493E1,-1.412662697E1,-2.165504545E-1,-3.694518089E0
4.237161493E1,-1.481396484E1,-7.304090858E-1,-1.769492388E0
4.238161493E1,-1.434377575E1,-1.323829174E0,7.357929647E-2
4.239161493E1,-1.321197033E1,-1.318445325E0,1.707278967E0
4.240161493E1,-1.195274734E1,-1.004985452E0,3.504886866E0
4.241161493E1,-1.162612724E1,-3.302095234E-1,4.107878208E0
4.242161493E1,-1.188036442E1,3.541377485E-1,3.355335474E0
4.243161493E1,-1.194855976E1,2.063809484E-1,1.998006940E0
4.244161493E1,-1.175593758E1,-1.363908947E-1,-5.144568533E-2
4.245161493E1,-1.166261768E1,-4.037888348E-1,-1.828714728E0
4.246161493E1,-1.123310566E1,-9.092726111E-1,-2.914458036E0
4.247161493E1,-1.054337502E1,-1.219143152E0,-3.159722328E0
4.248161493E1,-9.607781410E0,-1.329213023E0,-2.744567633E0
4.249161493E1,-8.749356270E0,-1.304686546E0,-2.167897224E0
4.250161493E1,-8.331210136E0,-1.280758262E0,-1.698904037E0
4.251161493E1,-8.070990562E0,-1.281954765E0,-1.252044439E0
4.252161493E1,-8.070990562E0,-1.176072359E0,-1.095314622E0
4.253161493E1,-7.872386456E0,-9.014959335E-1,-1.041476011E0
4.254161493E1,-7.594220638E0,-5.300102234E-1,-1.069591761E0
4.255161493E1,-7.219145775E0,-3.014956415E-1,-1.088136077E0
4.256161493E1,-6.717849731E0,-2.350948304E-1,-1.172483087E0
4.257161493E1,-6.312864304E0,-1.351944804E-1,-1.194616675E0
4.258161493E1,-6.049654007E0,-2.051845491E-1,-1.286740422E0
4.259161493E1,-5.780461311E0,4.127619043E-2,-1.462014675E0
4.260161493E1,-5.908477306E0,2.883351147E-1,-1.653440475E0
4.261161493E1,-6.116054535E0,4.199403822E-1,-1.791625977E0
4.262161493E1,-6.413960934E0,5.461617708E-1,-1.886142492E0
4.263161493E1,-6.649653912E0,7.160521746E-1,-1.833500385E0
4.264161493E1,-6.922435760E0,7.375875711E-1,-1.832303882E0
4.265161493E1,-7.103094101E0,6.352944374E-1,-1.901695848E0
4.266161493E1,-7.231708050E0,5.042873621E-1,-2.024327993E0
4.267161493E1,-7.073183537E0,2.853440940E-1,-2.223530531E0
4.268161493E1,-6.872784615E0,2.769692242E-1,-2.391626120E0
4.269161493E1,-6.883552551E0,1.902294010E-1,-2.676970243E0
4.270161493E1,-6.941578388E0,1.555334777E-1,-2.929413080E0
4.271161493E1,-7.102495670E0,2.243271172E-1,-3.353540897E0
4.272161493E1,-7.305885792E0,3.320041299E-1,-3.677170277E0
4.273161493E1,-7.498507977E0,2.715853751E-1,-3.981058598E0
4.274161493E1,-7.923832417E0,2.195414752E-1,-4.135395527E0
4.275161493E1,-8.525627136E0,7.477571070E-2,-4.273581028E0
4.276161493E1,-9.192625999E0,-2.673979402E-1,-4.481756687E0
4.277161493E1,-1.018804073E1,-8.183453679E-1,-4.771886349E0
4.278161493E1,-1.132164001E1,-1.269392371E0,-4.852644444E0
4.279161493E1,-1.233739376E1,-1.451246977E0,-4.754538536E0
4.280161493E1,-1.332622719E1,-1.001396298E0,-4.737788677E0
4.281161493E1,-1.360020542E1,-3.918247223E-1,-4.759922504E0
4.282161493E1,-1.280997562E1,2.805584669E-1,-5.027320385E0
4.283161493E1,-1.187617683E1,1.083350420E0,-5.062614441E0
4.284161493E1,-1.151186943E1,1.729412556E0,-4.593023300E0
4.285161493E1,-1.270887947E1,1.264606714E0,-4.043272018E0
4.286161493E1,-1.450887966E1,5.252245665E-1,-4.088735580E0
4.287161493E1,-1.553599930E1,-3.553341627E-1,-3.832703590E0
4.288161493E1,-1.596551132E1,-5.802595019E-1,-2.326421738E0
4.289161493E1,-1.516152287E1,8.434699476E-2,-9.930214286E-2
4.290161493E1,-1.385922909E1,3.116651475E-1,1.584048629E0
4.291161493E1,-1.232363510E1,1.585244983E-1,3.321835995E0
4.292161493E1,-1.157288647E1,-1.202393398E-1,3.724428415E0
4.293161493E1,-1.091964626E1,-3.744767308E-1,2.959921598E0
4.294161493E1,-1.055115128E1,-5.748756528E-1,1.838286042E0
4.295161493E1,-1.097587776E1,-9.391828775E-1,-4.121637046E-1
4.296161493E1,-1.181157112E1,-1.129412293E0,-2.399402857E0
4.297161493E1,-1.215494061E1,-1.244866014E0,-3.326023579E0
4.298161493E1,-1.181157112E1,-1.217946768E0,-3.395415306E0
4.299161493E1,-1.074257755E1,-1.071984529E0,-2.672782898E0
4.300161493E1,-9.511469841E0,-4.265206456E-1,-1.913061738E0
4.301161493E1,-8.733802795E0,4.187439755E-2,-1.267597795E0
4.302161493E1,-8.116454124E0,7.094719410E-1,-8.470591903E-1
4.303161493E1,-7.942376614E0,1.065404296E0,-7.124629617E-1
4.304161493E1,-7.811967850E0,1.488335729E0,-6.263213158E-1
4.305161493E1,-7.605587006E0,1.389631748E0,-6.215356588E-1
4.306161493E1,-7.180860519E0,1.049252748E0,-4.546363056E-1
4.307161493E1,-6.845865726E0,6.029912829E-1,-3.248256743E-1
4.308161493E1,-6.578467846E0,1.896311939E-1,-2.608176768E-1
4.309161493E1,-6.337988853E0,-4.725824669E-2,-3.894318938E-1
4.310161493E1,-6.002993584E0,-2.458625287E-1,-6.711867452E-1
4.311161493E1,-5.796612740E0,-4.791627228E-1,-8.901300430E-1
4.312161493E1,-5.839085579E0,-5.802595019E-1,-1.012762189E0
4.313161493E1,-6.009573936E0,-7.495517135E-1,-1.034297585E0
4.314161493E1,-6.333203316E0,-9.104689956E-1,-1.050449133E0
4.315161493E1,-6.737590313E0,-1.052842021E0,-9.655039310E-1
4.316161493E1,-7.090531826E0,-1.142572761E0,-9.200403094E-1
4.317161493E1,-7.342974663E0,-1.255035520E0,-1.017547846E0
4.318161493E1,-7.499704361E0,-1.458425403E0,-1.182054400E0
4.319161493E1,-7.452445984E0,-1.582852125E0,-1.458425403E0
4.320161493E1,-7.252645493E0,-1.677368641E0,-1.849651933E0
4.321161493E1,-6.934998035E0,-1.680359721E0,-2.323430777E0
4.322161493E1,-6.793223381E0,-1.780858278E0,-2.819941521E0
4.323161493E1,-6.819544315E0,-1.782054663E0,-3.220141172E0
4.324161493E1,-6.958328247E0,-1.526620865E0,-3.707678795E0
4.325161493E1,-7.498507977E0,-8.440681696E-1,-4.205984116E0
4.326161493E1,-8.003992081E0,-2.327020019E-1,-4.674977303E0
4.327161493E1,-8.493324280E0,-1.710868180E-1,-4.925027370E0
4.328161493E1,-9.227322578E0,5.156532526E-1,-5.097908497E0
4.329161493E1,-1.023111153E1,1.022931695E0,-5.048257351E0
4.330161493E1,-1.122473145E1,1.176670551E0,-4.719244480E0
4.331161493E1,-1.257009602E1,1.059422255E0,-4.362115860E0
4.332161493E1,-1.344885921E1,1.716850251E-1,-4.058825493E0
4.333161493E1,-1.377009583E1,-6.065805554E-1,-3.893720627E0
4.334161493E1,-1.354756355E1,-1.461416483E0,-4.055236340E0
4.335161493E1,-1.277228928E1,-2.325823545E0,-4.477569580E0
4.336161493E1,-1.208495045E1,-2.315055847E0,-4.634299278E0
4.337161493E1,-1.254197979E1,-1.438684583E0,-4.590630054E0
4.338161493E1,-1.352901936E1,-1.256830096E0,-4.681557655E0
4.339161493E1,-1.476012611E1,-6.065805554E-1,-3.983451605E0
4.340161493E1,-1.558026600E1,-1.082752228E0,-1.843071699E0
4.341161493E1,-1.531167221E1,-1.204786181E0,-7.896314561E-2
4.342161493E1,-1.388495159E1,-1.079162955E0,2.329412937E0
4.343161493E1,-1.250189972E1,-9.786644578E-1,4.571487427E0
4.344161493E1,-1.174816132E1,-7.010970116E-1,5.599802971E0
4.345161493E1,-1.167757225E1,-6.334998012E-1,5.541777134E0
4.346161493E1,-1.151426220E1,4.504488707E-1,4.073182583E0
4.347161493E1,-1.141436195E1,3.984049559E-1,2.108076811E0
4.348161493E1,-1.143529987E1,-1.962114573E-1,-8.614161611E-2
4.349161493E1,-1.145324516E1,-6.783652306E-1,-1.627717614E0
4.350161493E1,-1.105125141E1,-1.409970760E0,-2.897708178E0
4.351161493E1,-1.013479996E1,-1.846660852E0,-2.942573547E0
4.352161493E1,-9.133403778E0,-1.864607096E0,-2.557329178E0
4.353161493E1,-8.132007599E0,-1.685743570E0,-1.830509305E0
4.354161493E1,-7.569694519E0,-1.625923038E0,-1.128215909E0
4.355161493E1,-7.419544697E0,-1.609173179E0,-7.238288522E-1
4.356161493E1,-7.539186001E0,-1.432702541E0,-5.192425251E-1
4.357161493E1,-7.594819069E0,-1.030708313E0,-3.409772217E-1
4.358161493E1,-7.412964344E0,-5.312066078E-1,-2.787638307E-1
4.359161493E1,-7.191628456E0,-1.896311939E-1,-2.494517565E-1
4.360161493E1,-7.098308563E0,4.127619043E-2,-2.374876440E-1
4.361161493E1,-6.914061069E0,2.003988922E-1,-4.402793646E-1
4.362161493E1,-6.629913330E0,3.553341627E-1,-6.574280262E-1
4.363161493E1,-6.512664795E0,4.564309120E-1,-8.979067206E-1
4.364161493E1,-6.351747513E0,4.576273263E-1,-1.113260746E0
4.365161493E1,-6.453442574E0,5.282155871E-1,-1.275374413E0
4.366161493E1,-6.568896294E0,5.216353536E-1,-1.360319614E0
4.367161493E1,-6.765706062E0,6.059823632E-1,-1.364507079E0
4.368161493E1,-7.043273449E0,6.370890141E-1,-1.411167145E0
4.369161493E1,-7.259225845E0,6.245267391E-1,-1.581057549E0
4.370161493E1,-7.231110096E0,5.527420044E-1,-1.771885157E0
4.371161493E1,-7.145566463E0,5.485545993E-1,-1.925025821E0
4.372161493E1,-6.946363926E0,5.880361795E-1,-2.088335991E0
4.373161493E1,-6.856035233E0,6.125625968E-1,-2.222932339E0
4.374161493E1,-7.009175777E0,4.666004181E-1,-2.507079840E0
4.375161493E1,-7.215556622E0,2.338984162E-1,-2.995215654E0
4.376161493E1,-7.648657799E0,-9.631111473E-2,-3.342773199E0
4.377161493E1,-8.159524918E0,-3.122633696E-1,-3.528815269E0
4.378161493E1,-8.623134613E0,-3.505485058E-1,-3.644867182E0
4.379161493E1,-9.314660072E0,-1.567298770E-1,-3.838087559E0
4.380161493E1,-1.010728264E1,-4.091726840E-1,-4.193421841E0
