"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.100161493E1,-1.112483025E1,1.860419631E0,-4.412364960E0
1.101161493E1,-1.198744297E1,1.752144337E0,-4.082155228E0
1.102161493E1,-1.255813122E1,1.657029629E0,-3.744169235E0
1.103161493E1,-1.254736328E1,1.768295884E0,-3.344567776E0
1.104161493E1,-1.268315601E1,2.032702923E0,-2.282154560E0
1.105161493E1,-1.237388420E1,2.566302299E0,-7.334001660E-1
1.106161493E1,-1.206461143E1,2.883351326E0,4.450650215E-1
1.107161493E1,-1.185165024E1,2.600399971E0,1.271187067E0
1.108161493E1,-1.186182022E1,1.941177368E0,1.743769526E0
1.109161493E1,-1.190489101E1,1.003190875E0,1.865803480E0
1.110161493E1,-1.200957680E1,3.601198196E-1,1.670788407E0
1.111161493E1,-1.192223835E1,-3.284149170E-1,1.527817249E0
1.112161493E1,-1.152024460E1,-8.985049129E-1,1.520040631E0
1.113161493E1,-1.127856922E1,-1.246062398E0,1.454836130E0
1.114161493E1,-1.119242764E1,-1.355534077E0,1.178465128E0
1.115161493E1,-1.129172993E1,-1.233500123E0,7.250252366E-1
1.116161493E1,-1.124387360E1,-1.018744230E0,2.697907388E-1
1.117161493E1,-1.119242764E1,-6.412764788E-1,-1.004985496E-1
1.118161493E1,-1.104287624E1,-4.444667995E-1,-4.271188378E-1
1.119161493E1,-1.067258739E1,-2.404786795E-1,-5.359922647E-1
1.120161493E1,-1.035494041E1,6.580262445E-3,-5.300102234E-1
1.121161493E1,-1.004028416E1,1.345962733E-1,-4.660021961E-1
1.122161493E1,-9.586843491E0,2.925225794E-1,-2.841476798E-1
1.123161493E1,-8.994022369E0,4.181457460E-1,-5.503492057E-2
1.124161493E1,-8.341380119E0,3.535395563E-1,2.183450609E-1
1.125161493E1,-7.900502205E0,2.811566591E-1,3.116651475E-1
1.126161493E1,-7.512865067E0,1.651047617E-1,2.291127741E-1
1.127161493E1,-7.595417500E0,1.878365725E-1,2.931207791E-2
1.128161493E1,-7.289135933E0,1.328016520E-1,-5.324030295E-2
1.129161493E1,-7.222734928E0,1.190429255E-1,-1.010967568E-1
1.130161493E1,-7.098308563E0,1.010967568E-1,-1.016949639E-1
1.131161493E1,-7.131209850E0,7.716853172E-2,-6.819544733E-2
1.132161493E1,-7.159325123E0,2.392822690E-2,-6.759724021E-2
1.133161493E1,-7.172485828E0,-8.973085321E-3,8.554340899E-2
1.134161493E1,-7.363911629E0,6.580262631E-2,1.668993831E-1
1.135161493E1,-7.568498135E0,-4.127619043E-2,1.310070455E-1
1.136161493E1,-7.635497093E0,-9.930214286E-2,8.853443712E-2
1.137161493E1,-7.719843864E0,-3.403790295E-1,-9.990034252E-2
1.138161493E1,-7.750950813E0,-6.903293133E-1,-2.542374134E-1
1.139161493E1,-7.813164234E0,-8.781659007E-1,-5.383850932E-1
1.140161493E1,-7.927421570E0,-1.008574724E0,-7.082754970E-1
1.141161493E1,-8.023134232E0,-1.192223907E0,-1.049850941E0
1.142161493E1,-8.067999840E0,-1.237089276E0,-1.549950838E0
1.143161493E1,-8.069794655E0,-1.262213945E0,-1.874178290E0
1.144161493E1,-8.033902168E0,-1.210170031E0,-2.256431818E0
1.145161493E1,-7.989036560E0,-1.129412293E0,-2.595614433E0
1.146161493E1,-8.001000404E0,-1.058225870E0,-2.925225735E0
1.147161493E1,-7.969295979E0,-9.870393276E-1,-3.121437073E0
1.148161493E1,-7.944170952E0,-8.009973764E-1,-3.437887907E0
1.149161493E1,-8.124231339E0,-5.443671346E-1,-3.620340586E0
1.150161493E1,-8.389236450E0,-3.080759048E-1,-3.572484255E0
1.151161493E1,-8.748159409E0,-2.632105052E-1,-3.575475216E0
1.152161493E1,-9.199805260E0,-9.571290761E-2,-3.707678795E0
1.153161493E1,-9.498908043E0,1.118644550E-1,-3.778865099E0
1.154161493E1,-9.744770050E0,2.955136001E-1,-3.831507206E0
1.155161493E1,-1.014257717E1,4.546363056E-1,-3.782454491E0
1.156161493E1,-1.063071251E1,5.844469070E-1,-3.675973892E0
1.157161493E1,-1.103151035E1,5.282155871E-1,-3.610769272E0
1.158161493E1,-1.131147099E1,7.453642488E-1,-3.735196114E0
1.159161493E1,-1.175593758E1,6.305087805E-1,-3.931407690E0
1.160161493E1,-1.221595764E1,3.649054468E-2,-4.291527271E0
1.161161493E1,-1.224287701E1,-8.309076428E-1,-4.694717884E0
1.162161493E1,-1.192343521E1,-1.537388563E0,-5.139782906E0
1.163161493E1,-1.106979561E1,-2.070987940E0,-5.645864964E0
1.164161493E1,-1.008275604E1,-2.255235434E0,-6.346961975E0
1.165161493E1,-9.567701340E0,-2.279761791E0,-6.683752060E0
1.166161493E1,-9.853045464E0,-1.706680775E0,-6.199803352E0
1.167161493E1,-1.132941723E1,-9.056833982E-1,-5.586642742E0
1.168161493E1,-1.277707481E1,-9.170492887E-1,-4.595416069E0
1.169161493E1,-1.317189026E1,-7.686942816E-1,-3.068196774E0
1.170161493E1,-1.361635685E1,-7.657032609E-1,-4.331009090E-1
1.171161493E1,-1.381615829E1,-1.200598717E0,2.499303341E0
1.172161493E1,-1.358046532E1,-1.317847013E0,4.258625984E0
1.173161493E1,-1.306780243E1,-1.425524116E0,5.219942570E0
1.174161493E1,-1.269452190E1,-1.517647743E0,5.084748268E0
1.175161493E1,-1.255753326E1,-1.413560033E0,4.153341770E0
1.176161493E1,-1.234277725E1,-9.882357717E-1,3.104089260E0
1.177161493E1,-1.194377422E1,-2.859423161E-1,1.188634634E0
1.178161493E1,-1.157707405E1,4.019941986E-1,-5.066801906E-1
1.179161493E1,-1.115713406E1,8.141579032E-1,-1.652244091E0
1.180161493E1,-1.073001480E1,8.745766878E-1,-2.079362869E0
1.181161493E1,-1.012223816E1,8.231309652E-1,-2.015953064E0
1.182161493E1,-9.539586067E0,6.047859192E-1,-1.669592023E0
1.183161493E1,-9.244071960E0,2.679961324E-1,-1.535593987E0
1.184161493E1,-8.906085968E0,-4.648058116E-1,-1.331605792E0
1.185161493E1,-8.634500504E0,-1.251446247E0,-1.135992527E0
1.186161493E1,-8.436494827E0,-1.847259045E0,-9.326026440E-1
1.187161493E1,-8.304290771E0,-2.065604210E0,-7.555337548E-1
1.188161493E1,-8.078767776E0,-2.106282234E0,-6.275177598E-1
1.189161493E1,-7.795217991E0,-1.773081541E0,-5.886343718E-1
1.190161493E1,-7.342974663E0,-1.606182218E0,-6.358926296E-1
1.191161493E1,-6.928418159E0,-1.497308731E0,-6.915257573E-1
1.192161493E1,-6.543173313E0,-1.287936807E0,-7.525427341E-1
1.193161493E1,-6.351747513E0,-8.602197170E-1,-8.237292171E-1
1.194161493E1,-6.267998695E0,-6.681957245E-1,-8.398807645E-1
1.195161493E1,-6.262016773E0,-2.518445849E-1,-8.434699774E-1
1.196161493E1,-6.443871498E0,1.962114573E-1,-9.457631707E-1
1.197161493E1,-6.656832695E0,4.283152521E-1,-9.559326172E-1
1.198161493E1,-6.875177860E0,8.428717852E-1,-8.859425783E-1
1.199161493E1,-7.111468792E0,1.027119160E0,-9.481559992E-1
1.200161493E1,-7.334599495E0,1.210768223E0,-1.182054400E0
1.201161493E1,-7.436294556E0,1.286142230E0,-1.334596872E0
1.202161493E1,-7.484749317E0,1.266401410E0,-1.453041553E0
1.203161493E1,-7.557730198E0,1.288534999E0,-1.691725612E0
1.204161493E1,-7.569096088E0,1.292722464E0,-1.982453585E0
1.205161493E1,-7.537391186E0,1.282552958E0,-2.258824587E0
1.206161493E1,-7.621140003E0,1.304686546E0,-2.726023197E0
1.207161493E1,-7.612765312E0,1.183848977E0,-3.140579700E0
1.208161493E1,-7.434499741E0,8.883354068E-1,-3.396611691E0
1.209161493E1,-7.467401028E0,6.867401004E-1,-3.628715515E0
1.210161493E1,-7.480561733E0,3.984049559E-1,-3.960121393E0
1.211161493E1,-7.761718273E0,2.572284266E-2,-4.442275047E0
1.212161493E1,-8.164310455E0,-1.274178028E-1,-4.915455818E0
1.213161493E1,-9.102895737E0,-7.070791125E-1,-5.382056236E0
1.214161493E1,-1.014138031E1,-1.056431174E0,-5.349753380E0
1.215161493E1,-1.134018517E1,-1.115653515E0,-5.284548759E0
1.216161493E1,-1.211366463E1,-1.185045362E0,-5.260620594E0
1.217161493E1,-1.277169132E1,-1.325623751E0,-5.193621635E0
1.218161493E1,-1.285962677E1,-1.168295622E0,-5.284548759E0
1.219161493E1,-1.244387436E1,-6.622136831E-1,-5.343770981E0
1.220161493E1,-1.179003525E1,-1.010967568E-1,-5.408975601E0
1.221161493E1,-1.098784161E1,3.607180119E-1,-5.608178139E0
1.222161493E1,-1.054816055E1,6.604190469E-1,-5.908477306E0
1.223161493E1,-1.019581699E1,5.288137794E-1,-6.381658077E0
1.224161493E1,-1.025982571E1,5.982056609E-4,-6.820741177E0
1.225161493E1,-1.138265705E1,-1.286740422E0,-6.351149559E0
1.226161493E1,-1.330887985E1,-2.497508526E0,-5.004588604E0
1.227161493E1,-1.375334644E1,-2.182254314E0,-3.526422262E0
1.228161493E1,-1.345484161E1,-8.518448472E-1,-8.243274093E-1
1.229161493E1,-1.352423382E1,3.768695593E-1,2.647658348E0
1.230161493E1,-1.313001633E1,1.244866014E0,5.571687698E0
1.231161493E1,-1.266521072E1,1.286142230E0,6.689733982E0
1.232161493E1,-1.199641609E1,1.191027522E0,6.495316982E0
1.233161493E1,-1.096690464E1,1.505085468E0,5.556732178E0
1.234161493E1,-1.061635590E1,1.721037745E0,4.499104977E0
1.235161493E1,-1.068455124E1,1.537388563E0,2.231307030E0
1.236161493E1,-1.203829098E1,1.761715651E0,-2.470589429E-1
1.237161493E1,-1.230090332E1,1.317248821E0,-2.760719061E0
1.238161493E1,-1.213101292E1,5.270192027E-1,-3.618546009E0
1.239161493E1,-1.136291695E1,-4.378865361E-1,-3.863810301E0
1.240161493E1,-1.008694363E1,-7.908278704E-1,-2.781058073E0
1.241161493E1,-9.064610481E0,-6.783652306E-1,-1.796411633E0
1.242161493E1,-8.572885513E0,-3.661018610E-1,-1.439282775E0
1.243161493E1,-8.117650986E0,1.698904037E-1,-1.121635556E0
1.244161493E1,-7.979465485E0,8.273184299E-1,-9.224331379E-1
1.245161493E1,-7.765905857E0,1.054636598E0,-7.728816867E-1
1.246161493E1,-7.441080093E0,1.173081279E0,-6.137589812E-1
1.247161493E1,-6.981658459E0,1.138983607E0,-6.161518097E-1
1.248161493E1,-6.805187702E0,1.001396298E0,-8.542376757E-1
1.249161493E1,-6.579065800E0,7.974081635E-1,-9.637092948E-1
1.250161493E1,-6.252445698E0,5.563312769E-1,-1.144965649E0
1.251161493E1,-6.141179085E0,3.942175210E-1,-1.192223907E0
1.252161493E1,-6.153143406E0,2.081755698E-1,-1.104885817E0
1.253161493E1,-6.275775433E0,1.555334684E-2,-1.074377418E0
1.254161493E1,-6.434898376E0,-3.451646566E-1,-1.118046403E0
1.255161493E1,-6.646064758E0,-7.052844763E-1,-1.009172916E0
1.256161493E1,-6.976274490E0,-1.110867858E0,-9.852447510E-1
1.257161493E1,-7.186244488E0,-1.682154298E0,-1.012762189E0
1.258161493E1,-7.314858913E0,-1.865803480E0,-1.215553880E0
1.259161493E1,-7.456633568E0,-1.705484390E0,-1.578664780E0
1.260161493E1,-7.394420147E0,-1.389631748E0,-1.843669891E0
1.261161493E1,-7.206583500E0,-1.255035520E0,-2.189432621E0
1.262161493E1,-6.884748936E0,-1.109073281E0,-2.545365095E0
1.263161493E1,-6.804589272E0,-1.118046403E0,-2.726621389E0
1.264161493E1,-7.035496712E0,-1.150349498E0,-3.083152056E0
1.265161493E1,-7.530810833E0,-1.252642632E0,-3.870988846E0
1.266161493E1,-8.059026718E0,-3.308077157E-1,-4.375276089E0
1.267161493E1,-8.284550667E0,1.112662554E-1,-4.668396950E0
1.268161493E1,-8.531010628E0,3.577269912E-1,-4.749752998E0
1.269161493E1,-8.968897820E0,2.147558331E-1,-4.669593334E0
1.270161493E1,-9.744770050E0,3.218346536E-1,-4.713860512E0
1.271161493E1,-1.057448101E1,6.059823632E-1,-4.677370071E0
1.272161493E1,-1.184267712E1,7.902296782E-1,-4.700101852E0
1.273161493E1,-1.285005569E1,5.407779217E-1,-4.897509575E0
1.274161493E1,-1.324666595E1,2.967100143E-1,-5.264808178E0
1.275161493E1,-1.308634663E1,-1.573280841E-1,-5.677569866E0
1.276161493E1,-1.230568886E1,-5.000999570E-1,-5.937191010E0
1.277161493E1,-1.182592773E1,-1.194018483E0,-5.953342915E0
1.278161493E1,-1.144247818E1,-1.161117196E0,-5.727221012E0
1.279161493E1,-1.256411362E1,-3.200400174E-1,-5.650650501E0
1.280161493E1,-1.434497166E1,3.948157430E-1,-5.822335720E0
1.281161493E1,-1.533081436E1,4.301098585E-1,-5.086542606E0
1.282161493E1,-1.553719521E1,8.374879509E-2,-3.256033421E0
1.283161493E1,-1.522074509E1,-9.152546525E-1,-3.792623878E-1
1.284161493E1,-1.378564930E1,-1.569691658E0,2.154138565E0
1.285161493E1,-1.237567902E1,-1.642672777E0,3.796213150E0
1.286161493E1,-1.108295631E1,-1.278365493E0,4.768297195E0
1.287161493E1,-1.096630573E1,-7.740781307E-1,5.112265587E0
1.288161493E1,-1.123729324E1,-9.511470199E-1,4.252045631E0
1.289161493E1,-1.156451225E1,-1.231705427E0,2.501097918E0
1.290161493E1,-1.205623722E1,-1.334596872E0,-2.853440940E-1
1.291161493E1,-1.223330593E1,-1.451845169E0,-2.295913219E0
1.292161493E1,-1.164467144E1,-1.635494232E0,-3.285345554E0
1.293161493E1,-1.086879826E1,-1.689931035E0,-3.155534744E0
1.294161493E1,-9.605986595E0,-1.446461320E0,-2.511865616E0
1.295161493E1,-8.403593063E0,-1.279561877E0,-1.752742529E0
1.296161493E1,-7.712067604E0,-1.410568953E0,-1.378864050E0
1.297161493E1,-7.345367432E0,-1.588235974E0,-1.136590719E0
1.298161493E1,-7.201199532E0,-1.591227055E0,-9.846464992E-1
1.299161493E1,-7.055237770E0,-1.331605792E0,-9.541380405E-1
1.300161493E1,-6.857231617E0,-1.042672515E0,-9.290133715E-1
1.301161493E1,-6.550950050E0,-5.946164131E-1,-9.056833982E-1
1.302161493E1,-6.324230194E0,-3.481557071E-1,-9.326026440E-1
1.303161493E1,-5.927619934E0,-3.924229145E-1,-1.054038405E0
1.304161493E1,-5.726622581E0,-4.001995921E-1,-1.088734269E0
1.305161493E1,-5.523830891E0,-1.878365725E-1,-1.134197950E0
1.306161493E1,-5.565705299E0,2.135594189E-1,-1.146760225E0
1.307161493E1,-5.784648895E0,5.700899959E-1,-1.219741344E0
1.308161493E1,-6.066403389E0,9.499505758E-1,-1.406979680E0
1.309161493E1,-6.543173313E0,1.294517040E0,-1.463809252E0
1.310161493E1,-6.875775814E0,1.563709617E0,-1.492523074E0
1.311161493E1,-7.044469833E0,1.595414519E0,-1.625324726E0
1.312161493E1,-7.125825882E0,1.546361685E0,-1.796411633E0
1.313161493E1,-7.131209850E0,1.488335729E0,-1.929213285E0
1.314161493E1,-7.116254330E0,1.320239902E0,-2.128415823E0
1.315161493E1,-6.842276573E0,1.068993568E0,-2.347358942E0
1.316161493E1,-6.723831654E0,9.302098155E-1,-2.761915445E0
1.317161493E1,-6.833901405E0,6.981059909E-1,-3.217149973E0
1.318161493E1,-6.945167542E0,5.623133183E-1,-3.625724554E0
1.319161493E1,-7.031907558E0,4.456632137E-1,-3.977469444E0
1.320161493E1,-7.289734364E0,3.038884699E-1,-4.179663181E0
1.321161493E1,-7.972885132E0,9.571290761E-2,-4.460221291E0
1.322161493E1,-8.756534576E0,-1.716850251E-1,-4.968696117E0
1.323161493E1,-9.737591743E0,-8.135597110E-1,-5.420341492E0
1.324161493E1,-1.070130062E1,-1.492523074E0,-5.347360611E0
1.325161493E1,-1.167278671E1,-1.827518344E0,-5.319842815E0
1.326161493E1,-1.279621696E1,-1.857428551E0,-5.370092392E0
1.327161493E1,-1.354517078E1,-1.573280931E0,-5.506483078E0
1.328161493E1,-1.342852020E1,-8.835497499E-1,-5.703292847E0
1.329161493E1,-1.268375492E1,9.451649338E-2,-5.872584820E0
1.330161493E1,-1.168834019E1,1.400399446E0,-5.974279881E0
1.331161493E1,-1.114995575E1,2.047059774E0,-6.025127411E0
1.332161493E1,-1.215254784E1,1.172483087E0,-5.578866005E0
1.333161493E1,-1.411944866E1,1.016949639E-1,-5.248656273E0
1.334161493E1,-1.536551094E1,-4.648058116E-1,-5.112864017E0
1.335161493E1,-1.520878029E1,-1.902294010E-1,-3.079562664E0
1.336161493E1,-1.463629818E1,7.088736892E-1,7.178468257E-2
1.337161493E1,-1.370010567E1,1.803590059E0,3.663411379E0
1.338161493E1,-1.240917778E1,2.075773716E0,5.952744484E0
1.339161493E1,-1.192762280E1,1.531406522E0,6.549753666E0
1.340161493E1,-1.203290653E1,8.213363886E-1,6.050251961E0
1.341161493E1,-1.257966709E1,3.110669367E-2,4.338187218E0
1.342161493E1,-1.325743389E1,-8.255238086E-2,1.691127419E0
1.343161493E1,-1.362712479E1,-9.930213690E-1,-1.094118118E0
1.344161493E1,-1.360858059E1,-1.733001828E0,-2.495115757E0
1.345161493E1,-1.308335590E1,-2.190030813E0,-3.415754318E0
1.346161493E1,-1.190967655E1,-1.901097536E0,-3.338585854E0
1.347161493E1,-1.045125103E1,-1.579262972E0,-2.687139750E0
1.348161493E1,-9.144769669E0,-7.944171429E-1,-1.885544300E0
1.349161493E1,-8.624331474E0,1.220339537E-1,-1.204187989E0
1.350161493E1,-8.606983185E0,9.314061999E-1,-9.864411354E-1
1.351161493E1,-8.624929428E0,1.362114310E0,-9.128618240E-1
1.352161493E1,-8.413763046E0,1.775474429E0,-8.458628058E-1
1.353161493E1,-7.758129120E0,1.623530149E0,-9.631111026E-1
1.354161493E1,-7.006783009E0,1.328614831E0,-1.361516118E0
1.355161493E1,-6.484549522E0,1.136590719E0,-1.496710539E0
1.356161493E1,-5.879165173E0,7.118647099E-1,-1.601994753E0
1.357161493E1,-5.195415974E0,3.505485058E-1,-1.354935765E0
1.358161493E1,-4.791627407E0,1.872383654E-1,-1.222732425E0
1.359161493E1,-4.708476543E0,3.469592705E-2,-1.179063320E0
1.360161493E1,-4.712664127E0,-4.666004330E-2,-1.231107235E0
1.361161493E1,-4.945964336E0,-1.399801224E-1,-1.223928809E0
1.362161493E1,-5.270191669E0,-2.769692242E-1,-1.259222865E0
1.363161493E1,-5.826523304E0,-6.029912829E-1,-1.305882931E0
1.364161493E1,-6.440282345E0,-1.383649707E0,-1.277169108E0
1.365161493E1,-6.766304016E0,-1.841875196E0,-1.390828133E0
1.366161493E1,-7.013363361E0,-2.021935225E0,-1.511665702E0
1.367161493E1,-7.153343201E0,-2.023729801E0,-1.716252089E0
1.368161493E1,-7.150352478E0,-1.986042738E0,-2.007578135E0
1.369161493E1,-6.862017155E0,-1.888535261E0,-2.362912416E0
1.370161493E1,-6.378068924E0,-1.779661894E0,-2.895913601E0
1.371161493E1,-6.259026051E0,-1.454237938E0,-3.275774240E0
1.372161493E1,-6.593422890E0,-1.142572761E0,-3.519842148E0
1.373161493E1,-7.184450150E0,-1.019940615E0,-3.908077478E0
1.374161493E1,-8.017750740E0,-8.291130662E-1,-4.701298237E0
1.375161493E1,-8.645866394E0,-4.683950245E-1,-5.372485161E0
1.376161493E1,-9.102297783E0,3.888336942E-2,-5.688337803E0
1.377161493E1,-9.840482712E0,7.154539824E-1,-5.799005508E0
1.378161493E1,-1.083709335E1,1.060618639E0,-5.590231895E0
1.379161493E1,-1.205743313E1,1.298106313E0,-5.446662426E0
1.380161493E1,-1.296550941E1,8.398807645E-1,-5.390431404E0
1.381161493E1,-1.368574905E1,1.339980662E-1,-5.514259815E0
1.382161493E1,-1.359183121E1,-7.890332937E-1,-5.684150219E0
1.383161493E1,-1.282672596E1,-1.877767563E0,-5.794219971E0
1.384161493E1,-1.208913803E1,-2.459223509E0,-5.703890800E0
1.385161493E1,-1.192283726E1,-2.179263115E0,-5.358726501E0
1.386161493E1,-1.333460236E1,-1.188634634E0,-5.691926956E0
1.387161493E1,-1.443649769E1,-6.933203340E-1,-6.084948063E0
1.388161493E1,-1.492762375E1,-4.761717021E-1,-5.530411243E0
1.389161493E1,-1.501197147E1,-8.440681696E-1,-3.171088219E0
1.390161493E1,-1.440479279E1,-1.372283816E0,-6.430711150E-1
1.391161493E1,-1.341715431E1,-1.524826288E0,1.417149186E0
1.392161493E1,-1.200120163E1,-1.525424480E0,3.388236761E0
1.393161493E1,-1.134257793E1,-1.363908887E0,4.313062668E0
1.394161493E1,-1.050030422E1,-4.265206456E-1,4.476971149E0
1.395161493E1,-1.056371403E1,7.908278704E-1,3.686143398E0
1.396161493E1,-1.110030460E1,9.583254457E-1,2.032702923E0
1.397161493E1,-1.170628643E1,5.826523304E-1,-2.255235314E-1
1.398161493E1,-1.205264759E1,4.366901219E-1,-1.729412556E0
1.399161493E1,-1.197727394E1,2.333002165E-2,-2.675773859E0
1.400161493E1,-1.114696407E1,-7.621139884E-1,-2.531606436E0
1.401161493E1,-9.982855797E0,-1.208973646E0,-1.991426587E0
1.402161493E1,-9.103493690E0,-1.429113269E0,-1.537388563E0
1.403161493E1,-8.185846329E0,-1.721037745E0,-1.130608678E0
1.404161493E1,-7.588837147E0,-1.968096614E0,-7.938188910E-1
1.405161493E1,-7.420143127E0,-2.003988981E0,-6.562315822E-1
1.406161493E1,-7.287939548E0,-1.825723648E0,-6.011967063E-1
1.407161493E1,-7.073183537E0,-1.345364571E0,-6.729813814E-1
1.408161493E1,-6.826723099E0,-6.927221417E-1,-8.177471161E-1
1.409161493E1,-6.590431690E0,-4.223332107E-1,-8.877372146E-1
1.410161493E1,-6.249454498E0,-1.950150430E-1,-9.720842242E-1
1.411161493E1,-5.997011662E0,-1.016949639E-1,-1.074975610E0
1.412161493E1,-5.807978630E0,1.974078640E-2,-1.158126116E0
1.413161493E1,-5.806782246E0,1.495514158E-2,-9.858429432E-1
1.414161493E1,-6.194419384E0,1.890329868E-1,-7.992027402E-1
1.415161493E1,-6.488138676E0,3.870390654E-1,-8.039883971E-1
1.416161493E1,-6.774679184E0,7.429714203E-1,-9.714859724E-1
1.417161493E1,-6.889534473E0,1.100100160E0,-1.317248821E0
1.418161493E1,-6.935596466E0,1.280758262E0,-1.523629785E0
1.419161493E1,-6.980462074E0,1.346560955E0,-1.690529227E0
1.420161493E1,-6.894320011E0,1.342971683E0,-1.743171334E0
1.421161493E1,-6.754938126E0,1.166501045E0,-1.881356835E0
1.422161493E1,-6.601199627E0,9.714859724E-1,-2.100300074E0
1.423161493E1,-6.445067883E0,1.005583763E0,-2.353939295E0
1.424161493E1,-6.518647194E0,9.948160052E-1,-2.654238462E0
1.425161493E1,-6.886543751E0,7.124629617E-1,-3.150151014E0
1.426161493E1,-7.312466145E0,5.156532526E-1,-3.575475216E0
1.427161493E1,-7.651648521E0,3.637090325E-1,-3.800998688E0
1.428161493E1,-8.136793137E0,5.682953820E-2,-3.953541279E0
1.429161493E1,-8.895915985E0,-2.572284341E-1,-4.351946354E0
1.430161493E1,-9.893125534E0,-6.747759581E-1,-4.795814991E0
1.431161493E1,-1.074018478E1,-1.070788145E0,-4.792225361E0
1.432161493E1,-1.197308636E1,-1.048654556E0,-4.632504463E0
1.433161493E1,-1.313539982E1,-9.302098155E-1,-4.578666210E0
1.434161493E1,-1.387717533E1,-7.842476368E-1,-4.537389755E0
1.435161493E1,-1.383589840E1,-6.161518097E-1,-4.486542225E0
1.436161493E1,-1.319342613E1,4.007977992E-2,-4.805386066E0
1.437161493E1,-1.193779182E1,9.409775138E-1,-5.215754986E0
1.438161493E1,-1.114516926E1,1.345364571E0,-5.467001438E0
1.439161493E1,-1.092921734E1,1.126421213E0,-5.785845280E0
1.440161493E1,-1.246660614E1,-7.537391037E-2,-5.762515068E0
1.441161493E1,-1.454237938E1,-8.554341197E-1,-5.601597786E0
1.442161493E1,-1.497966766E1,-1.096511006E0,-4.800600529E0
1.443161493E1,-1.435932827E1,-9.254241586E-1,-1.958525300E0
1.444161493E1,-1.348594856E1,1.369891018E-1,2.239681959E0
1.445161493E1,-1.276989651E1,6.358926296E-1,5.632106304E0
1.446161493E1,-1.239900875E1,5.515456200E-1,6.846463680E0
1.447161493E1,-1.260239887E1,2.769692242E-1,6.821339130E0
1.448161493E1,-1.307079411E1,2.410768867E-1,5.855835438E0
1.449161493E1,-1.326939774E1,7.238288522E-1,4.408775806E0
1.450161493E1,-1.395254898E1,9.966106415E-1,1.530210137E0
1.451161493E1,-1.407278824E1,6.299105883E-1,-1.046859860E0
1.452161493E1,-1.335673618E1,2.398804724E-1,-2.807977438E0
1.453161493E1,-1.235773277E1,-1.160518974E-1,-3.388236761E0
1.454161493E1,-1.052782154E1,-3.942175210E-1,-3.139383316E0
1.455161493E1,-8.995817184E0,-2.392822653E-1,-2.525026083E0
1.456161493E1,-8.088936806E0,2.159522474E-1,-1.899302959E0
1.457161493E1,-7.802994728E0,5.258227587E-1,-1.545763373E0
1.458161493E1,-7.610970497E0,6.388836503E-1,-1.133001566E0
1.459161493E1,-7.596015453E0,8.123632669E-1,-7.573283911E-1
1.460161493E1,-7.312466145E0,7.914260626E-1,-5.539384484E-1
1.461161493E1,-6.819544315E0,7.196413875E-1,-5.276173949E-1
1.462161493E1,-6.424130440E0,8.045865893E-1,-5.832505226E-1
1.463161493E1,-6.098108292E0,7.118647099E-1,-5.796613097E-1
1.464161493E1,-5.796014786E0,6.239284873E-1,-6.000002623E-1
1.465161493E1,-5.556732178E0,5.784648657E-1,-5.629115105E-1
1.466161493E1,-5.536393166E0,4.785645306E-1,-5.718846321E-1
1.467161493E1,-5.559723377E0,3.631108403E-1,-5.994020700E-1
1.468161493E1,-5.656632900E0,-8.315058798E-2,-7.716853023E-1
1.469161493E1,-5.944369793E0,-5.599204898E-1,-9.332008362E-1
1.470161493E1,-6.250052929E0,-1.133001566E0,-1.022333503E0
1.471161493E1,-6.433701992E0,-1.875972986E0,-9.296116233E-1
1.472161493E1,-6.463612080E0,-2.389233351E0,-1.197607756E0
1.473161493E1,-6.464808464E0,-2.413759947E0,-1.545165181E0
1.474161493E1,-6.441478729E0,-2.084148407E0,-1.848455548E0
1.475161493E1,-6.430710793E0,-1.778465390E0,-1.965703845E0
1.476161493E1,-6.764509678E0,-1.518844128E0,-2.251646042E0
1.477161493E1,-7.292127132E0,-1.200598717E0,-2.923431158E0
1.478161493E1,-7.525427341E0,-8.027920127E-1,-3.754936934E0
1.479161493E1,-7.661818027E0,-5.910272002E-1,-4.757529736E0
1.480161493E1,-7.578667641E0,-4.331009090E-1,-5.078765869E0
1.481161493E1,-7.858627796E0,-1.441675574E-1,-5.002793789E0
1.482161493E1,-8.494520187E0,3.427718580E-1,-5.093122959E0
1.483161493E1,-9.589835167E0,9.014959335E-1,-5.096114159E0
1.484161493E1,-1.127378368E1,1.584048629E0,-5.043471813E0
1.485161493E1,-1.280997562E1,1.412363529E0,-4.813760757E0
1.486161493E1,-1.345603848E1,1.129412293E0,-4.559523582E0
1.487161493E1,-1.404945850E1,7.698906660E-1,-4.462614059E0
1.488161493E1,-1.380479240E1,-9.032905847E-2,-4.896313190E0
1.489161493E1,-1.291944790E1,-8.823533654E-1,-5.239085197E0
1.490161493E1,-1.144187927E1,-1.572084427E0,-5.471189022E0
1.491161493E1,-1.081017494E1,-2.121237278E0,-5.489733219E0
1.492161493E1,-1.174337578E1,-1.240678549E0,-5.786443233E0
1.493161493E1,-1.318265820E1,-3.463610709E-1,-6.142375946E0
1.494161493E1,-1.440778351E1,1.268195957E-1,-5.576473236E0
1.495161493E1,-1.483131313E1,-5.401797295E-1,-2.826521635E0
